Date,AAPL,AMD,AMT,AMZN,BAC,CAT,CSCO,CVX,DUK,F,GOOG,HOG,HON,HPQ,IBM,JNJ,JPM,KO,MS,MSFT,NEE,NVDA,PFE,PG,PLD,SONY,T,UNH,VZ,XOM
11/01/2019,61.81766891479492,34.88999938964844,188.2073974609375,89.5719985961914,27.929407119750977,128.99644470214844,39.971778869628906,92.13790130615234,76.20075988769531,7.123957633972168,63.458984375,35.78276443481445,158.0259246826172,14.974390029907227,101.48259735107422,113.42135620117188,110.0346450805664,45.81897735595703,40.2684211730957,136.99989318847656,52.113128662109375,5.039886951446533,28.648632049560547,108.82400512695312,76.23800659179688,11.23294448852539,19.861116409301758,233.44236755371094,45.02021408081055,53.96038055419922
11/04/2019,62.223628997802734,36.290000915527344,184.3213653564453,90.23300170898438,28.456382751464844,131.16592407226562,40.354244232177734,96.38761901855469,75.60331726074219,7.212106704711914,64.33731842041016,35.346073150634766,161.50733947753906,15.159675598144531,103.08497619628906,112.58279418945312,110.9128646850586,45.17292022705078,41.544620513916016,137.7910919189453,50.762271881103516,5.23666524887085,28.37997055053711,104.6070327758789,76.52572631835938,11.256712913513184,19.830520629882812,232.55377197265625,44.64734649658203,55.56523513793945
11/05/2019,62.13422775268555,36.150001525878906,179.90260314941406,90.08550262451172,28.82526206970215,130.67486572265625,40.59222412109375,96.68097686767578,75.20769500732422,7.2281341552734375,64.3702163696289,35.8919563293457,162.11746215820312,15.496553421020508,103.24971771240234,112.7470474243164,111.15393829345703,44.56086730957031,41.476566314697266,137.70530700683594,50.211753845214844,5.214526176452637,27.969541549682617,104.45768737792969,74.89530181884766,11.23294448852539,19.973295211791992,231.67446899414062,44.371421813964844,56.66615295410156
11/06/2019,62.16080093383789,35.93000030517578,181.62289428710938,89.78849792480469,28.79891014099121,129.8892364501953,41.02568054199219,95.06355285644531,75.37725067138672,7.147998332977295,64.35874938964844,35.06402587890625,162.23410034179688,16.481931686401367,103.91613006591797,113.2138900756836,111.32612609863281,44.88389587402344,41.31491470336914,137.3240203857422,50.295772552490234,5.165269374847412,28.066556930541992,105.7052230834961,76.3513412475586,11.10313892364502,20.01408576965332,231.87811279296875,44.84123992919922,55.425682067871094
11/07/2019,62.87821960449219,36.279998779296875,179.62318420410156,89.41000366210938,29.18535614013672,131.24624633789062,41.153167724609375,96.64131164550781,74.74748992919922,7.123957633972168,65.20870208740234,35.70997619628906,161.20225524902344,16.330337524414062,104.31768035888672,113.62018585205078,111.92884063720703,44.45036697387695,41.39998245239258,137.51466369628906,49.32297134399414,5.182931423187256,27.810373306274414,105.09025573730469,76.0810775756836,11.042804718017578,20.10077667236328,237.37608337402344,45.1395263671875,56.60413360595703
11/08/2019,63.0502815246582,36.290000915527344,179.7803497314453,89.29399871826172,29.21169662475586,132.27296447753906,41.50163650512695,95.88017272949219,72.62407684326172,7.244159698486328,65.333740234375,35.83734893798828,162.59303283691406,16.439828872680664,104.25704956054688,114.9774398803711,112.25601959228516,44.38235092163086,41.81687927246094,139.13523864746094,49.099674224853516,5.168999195098877,27.915855407714844,105.16053009033203,75.9154052734375,11.044632911682129,20.080373764038086,237.84812927246094,44.25956344604492,55.5291633605957
11/11/2019,63.54957962036133,36.310001373291016,181.07278442382812,88.5824966430664,29.141443252563477,132.130126953125,40.88119125366211,95.7850341796875,70.72672271728516,7.276214122772217,64.7269287109375,35.04581832885742,162.2520751953125,16.540891647338867,102.63573455810547,114.09566497802734,111.85997772216797,44.06782531738281,41.76582336425781,139.27816772460938,49.1306266784668,5.178951740264893,27.825448989868164,104.83544921875,76.13339233398438,11.284138679504395,20.075281143188477,235.18246459960938,44.453460693359375,55.1917724609375
11/12/2019,63.49140548706055,36.709999084472656,180.548828125,88.9000015258789,29.062393188476562,130.64808654785156,41.11068344116211,95.90397644042969,70.71864318847656,7.244159698486328,64.7074966430664,34.90026092529297,163.3108673095703,16.4482479095459,102.72664642333984,113.55104064941406,111.20560455322266,43.95731735229492,41.69776153564453,140.1933135986328,49.35171127319336,5.214526176452637,27.8555850982666,104.78275299072266,75.53176879882812,11.359097480773926,19.973295211791992,236.25616455078125,44.23719024658203,54.430667877197266
11/13/2019,64.09973907470703,37.52000045776367,183.66636657714844,87.65550231933594,28.79891014099121,128.99644470214844,41.18716812133789,96.9505386352539,71.47759246826172,7.059851169586182,64.66764068603516,34.39986801147461,163.25698852539062,16.4482479095459,101.88570404052734,113.48187255859375,110.62010955810547,44.5523681640625,41.17026901245117,140.4220733642578,50.38862609863281,5.188653469085693,27.576799392700195,105.9951171875,76.66522216796875,11.388349533081055,19.968198776245117,234.70115661621094,44.3043098449707,53.983421325683594
11/14/2019,63.65623092651367,38.349998474121094,184.95883178710938,87.7300033569336,28.719867706298828,128.05906677246094,38.169944763183594,96.69681549072266,72.0202865600586,7.0438232421875,65.3382339477539,34.27248764038086,161.9945831298828,16.953571319580078,101.52204132080078,113.2138900756836,110.72345733642578,44.739383697509766,41.357444763183594,141.13699340820312,50.821964263916016,5.219003677368164,27.539127349853516,105.86334228515625,77.7027816772461,11.307905197143555,19.861116409301758,236.79296875,44.25210952758789,53.74802780151367
